R_mean,G_mean,B_mean,R_std,G_std,B_std,R_over_G,R_over_B,G_over_B,R_minus_G,R_minus_B,RGB_max_minus_min,pixel_R_over_G_mean,pixel_R_over_B_mean,pixel_G_over_B_mean,pixel_RG_normalized_diff_mean,pixel_RB_normalized_diff_mean,H_mean,S_mean,V_mean,S_std,V_std,gray_mean,gray_std,gray_max,gray_p95,gray_p99,bright_pixel_ratio,LBP_hist_00,LBP_hist_01,LBP_hist_02,LBP_hist_03,LBP_hist_04,LBP_hist_05,LBP_hist_06,LBP_hist_07,LBP_hist_08,LBP_hist_09,LBP_hist_10,LBP_hist_11,LBP_hist_12,LBP_hist_13,LBP_hist_14,LBP_hist_15,GLCM_contrast,GLCM_homogeneity,GLCM_energy,GLCM_correlation,entropy,Sobel_mean,Sobel_std,Laplacian_variance,Canny_edge_ratio,highlight_pixel_ratio,highlight_R_mean,highlight_G_mean,highlight_B_mean,highlight_R_std,highlight_G_std,highlight_B_std,highlight_H_mean,highlight_S_mean,highlight_V_mean,highlight_H_std,highlight_S_std,highlight_V_std,highlight_LBP_hist_00,highlight_LBP_hist_01,highlight_LBP_hist_02,highlight_LBP_hist_03,highlight_LBP_hist_04,highlight_LBP_hist_05,highlight_LBP_hist_06,highlight_LBP_hist_07,highlight_GLCM_contrast,highlight_GLCM_homogeneity,highlight_GLCM_energy,highlight_GLCM_correlation,highlight_entropy,highlight_Sobel_mean,highlight_Sobel_std,highlight_Laplacian_variance,highlight_Canny_edge_ratio,highlight_gray_over_global_gray,highlight_saturation_over_global_saturation,highlight_entropy_minus_global_entropy,block_nonempty_ratio,block_coverage_std,block_gray_var,block_gray_range,block_rg_ratio_var,block_rg_ratio_range,block_value_var,block_value_range,HOG_hist_00,HOG_hist_01,HOG_hist_02,HOG_hist_03,HOG_hist_04,HOG_hist_05,HOG_hist_06,HOG_hist_07,HOG_hist_08,Sobel_x_over_y,dominant_direction_ratio,gradient_direction_entropy,highlight_component_count,highlight_total_area_ratio,highlight_largest_area_ratio,highlight_bbox_aspect_ratio,highlight_circularity,highlight_boundary_complexity,clahe_LBP_hist_00,clahe_LBP_hist_01,clahe_LBP_hist_02,clahe_LBP_hist_03,clahe_LBP_hist_04,clahe_LBP_hist_05,clahe_LBP_hist_06,clahe_LBP_hist_07,clahe_GLCM_contrast,clahe_GLCM_homogeneity,clahe_GLCM_energy,clahe_GLCM_correlation,clahe_Sobel_mean,clahe_Sobel_std,clahe_Laplacian_variance,clahe_Canny_edge_ratio,ms256_gray_mean,ms256_gray_std,ms256_gray_max,ms256_gray_p95,ms256_gray_p99,ms256_bright_pixel_ratio,ms256_LBP_hist_00,ms256_LBP_hist_01,ms256_LBP_hist_02,ms256_LBP_hist_03,ms256_LBP_hist_04,ms256_LBP_hist_05,ms256_LBP_hist_06,ms256_LBP_hist_07,ms256_GLCM_contrast,ms256_GLCM_homogeneity,ms256_GLCM_energy,ms256_GLCM_correlation,center_gray_mean,center_gray_std,center_gray_max,center_gray_p95,center_gray_p99,center_bright_pixel_ratio,center_LBP_hist_00,center_LBP_hist_01,center_LBP_hist_02,center_LBP_hist_03,center_LBP_hist_04,center_LBP_hist_05,center_LBP_hist_06,center_LBP_hist_07,center_GLCM_contrast,center_GLCM_homogeneity,center_GLCM_energy,center_GLCM_correlation,label
143.06496,127.442635,116.77947,53.40809,48.591415,44.269608,1.1225832,1.2250865,1.0913103,15.622322,26.285484,26.285484,26284.59,29402.168,10159.708,0.04719027,0.069156975,23.43021,54.25574,143.32024,44.847813,53.055935,130.9107,49.095623,224.0,182.0,214.0,0.003027887,0.20502074,0.06934397,0.011278092,0.043257933,0.054389138,0.016203364,0.020082073,0.055477012,0.037451345,0.021844706,0.007151513,0.036037564,0.059727527,0.024309635,0.062669836,0.27575555,0.50286007,0.879837,0.30127338,0.97120494,6.9941893,23.770935,51.762856,3727.759,0.009106933,0.07446542,202.33643,189.42015,174.77551,14.712826,15.56252,18.656702,17.446255,34.497684,202.33643,3.118822,18.3921,14.712826,0.2423285,0.04360649,0.07653957,0.08187627,0.054209676,0.037497368,0.10195913,0.361983,0.07742376,0.9628121,0.6464999,0.9462041,5.1744523,12.51881,9.612971,457.35898,0.00042131872,1.4634805,0.6358347,-1.8197366,0.99999994,0.14846994,1406.8048,107.828674,0.0057557365,0.21825302,1568.539,113.540215,0.20615585,0.09777281,0.08920943,0.085895486,0.08392442,0.084696636,0.083367355,0.08907336,0.17990462,1.4262762,0.20615585,3.0693119,31.0,0.07446542,0.032079477,1.2051282,0.26203007,47.957745,0.28889725,0.059158344,0.06726462,0.074333504,0.06159114,0.047471724,0.07755582,0.3237276,1.0528495,0.7359282,0.19666411,0.9388284,49.726837,59.201115,8901.426,0.035537235,130.7454,49.319767,223.0,182.0,214.0,0.003146397,0.24418476,0.06198621,0.05232794,0.09295167,0.0710178,0.024422163,0.11429572,0.33881372,0.63105166,0.9028545,0.3242469,0.96371704,157.97359,24.306122,221.0,182.0,189.0,1.5258789e-05,0.2766571,0.052215576,0.07476807,0.06890869,0.060531616,0.044403076,0.08265686,0.339859,0.26458693,0.87974703,0.42300266,0.94363666,1
121.78015,51.217525,4.977722,69.80002,32.998928,9.021251,2.3777046,24.46503,10.289348,70.56262,116.80243,116.80243,316903.72,4.816052e+07,1.8915582e+07,0.40668797,0.6208999,25.237156,238.58109,121.81106,31.089201,69.747154,67.030205,39.911297,241.0,136.0,162.0,0.0004982277,0.2045802,0.06858537,0.014610771,0.05056444,0.04493474,0.013537747,0.020240474,0.058795862,0.04146578,0.020799035,0.008349013,0.036277045,0.0553857,0.020196378,0.064866535,0.2768109,0.6500745,0.81073076,0.24966486,0.9463202,7.179457,38.512684,45.03879,4852.777,0.035321612,0.07335336,239.78711,120.2094,10.205899,12.751802,22.62766,21.12295,14.43334,244.47253,239.78711,1.7128044,21.617651,12.751802,0.2761251,0.06687007,0.06127638,0.083651155,0.075514875,0.04551233,0.09534706,0.29570302,0.8335979,0.7325858,0.33144498,0.6896243,5.944361,50.261536,39.65812,5035.4263,0.044749554,2.1394405,1.0246937,-1.2350956,0.62499994,0.3403454,594.28705,78.882065,0.031283956,0.6520119,1994.6025,140.41626,0.13210441,0.104761995,0.10391371,0.10433835,0.14235988,0.099460855,0.096096694,0.096657656,0.12030643,1.0077858,0.14235988,3.1560955,20.0,0.07335336,0.04849891,1.1216216,0.3104867,40.473137,0.2883055,0.069908276,0.05323965,0.07165746,0.06664511,0.052901577,0.07178975,0.32555267,1.8145205,0.6454179,0.18282846,0.88954407,75.94822,65.1999,15832.6455,0.15820496,66.92367,39.43566,229.0,134.0,159.0,0.00045400375,0.25955328,0.07530067,0.0445524,0.10581195,0.06392559,0.027015818,0.085016884,0.33882338,0.5437873,0.83093095,0.25934207,0.9539176,77.6038,37.810184,241.0,141.0,164.0,0.00054705626,0.26887405,0.06608779,0.058091603,0.0791603,0.06454199,0.0435687,0.078740455,0.3409351,0.65557265,0.80519265,0.24843581,0.94043446,1
119.86672,108.46571,92.79438,76.157364,74.154434,75.15151,1.1051116,1.2917454,1.1688824,11.401009,27.072342,27.072342,14549.494,15252.622,1224.3334,0.04204725,0.09428818,44.267845,76.84826,124.611305,54.89204,77.63798,110.08428,73.70648,255.0,253.0,255.0,0.13157734,0.16123368,0.105649,0.0036961152,0.06389583,0.0367093,0.010264718,0.010162615,0.09056503,0.07433072,0.019671774,0.0022190306,0.022939058,0.105825976,0.017759051,0.06201714,0.21306098,0.6267194,0.86954534,0.21961766,0.98494613,7.7566504,35.84368,54.08308,4376.957,0.031182144,0.09040537,249.00987,251.07324,249.38658,8.606932,6.1480126,12.370941,61.424473,8.212946,253.31647,47.229805,12.139485,4.7611,0.26730165,0.025602937,0.07034254,0.09323663,0.028836071,0.013544215,0.10520797,0.395928,0.11329816,0.9668967,0.92291445,0.3065836,3.6365147,12.789597,20.759125,935.98517,0.004194338,2.273595,0.106872246,-4.120136,0.99999994,0.435471,3951.4868,220.17358,0.025853287,0.49941665,4400.2446,230.4538,0.12048481,0.09480894,0.08712443,0.090603895,0.14552608,0.111015074,0.11149311,0.119073026,0.11987063,0.9914393,0.14552608,3.1527123,20.0,0.09040537,0.0713972,1.3100775,0.18668512,67.313194,0.27373037,0.07139697,0.047178224,0.098644756,0.09268877,0.028792942,0.11434133,0.27322665,1.166115,0.7845683,0.18392035,0.9679952,58.93999,66.54421,9185.597,0.073602386,110.39258,73.36653,255.0,252.0,255.0,0.13182618,0.2805615,0.07406186,0.03972309,0.10054392,0.107521564,0.022993242,0.1195264,0.2550684,0.63069427,0.83567846,0.20738463,0.98476076,89.10899,53.72716,252.0,189.0,236.0,0.023284912,0.25411987,0.08772278,0.0385437,0.12557983,0.09661865,0.019714355,0.12591553,0.25178528,0.25558499,0.8878142,0.24012917,0.98874575,1
105.716446,130.30803,134.67075,37.315895,33.53912,33.83376,0.81128114,0.7849993,0.9676046,-24.591583,-28.9543,28.9543,4098.2554,2539.5574,2601.0103,-0.07324324,-0.08957708,95.42256,61.705498,134.73744,32.589912,33.870205,123.45064,34.442352,255.0,188.0,251.0,0.03213994,0.2209452,0.07141628,0.017735353,0.054183327,0.038361218,0.011754747,0.020522632,0.05147175,0.046984576,0.020887388,0.009930972,0.03653056,0.055277593,0.020563925,0.07347405,0.24996042,2.7405694,0.6663132,0.307744,0.6856572,6.390169,83.79399,97.62584,26095.777,0.1257579,0.04339777,203.62013,206.70122,211.85681,38.774498,37.820072,36.810078,110.4542,11.572145,212.05583,18.10594,6.697497,36.78569,0.36041358,0.04519941,0.07355982,0.05819793,0.04549483,0.048744462,0.06646972,0.30192024,8.39231,0.3872547,0.18801256,0.2191197,6.667266,183.24953,96.649345,86093.33,0.3211226,1.6717843,0.18753831,0.27709684,0.99999994,0.43955263,509.4554,73.01434,0.007152967,0.30284953,477.99112,70.3844,0.14538297,0.10862238,0.1085265,0.112308525,0.10854463,0.10219346,0.09275679,0.08830008,0.13336472,1.093338,0.14538297,3.1533394,70.0,0.04339777,0.024673292,1.8441558,0.055046864,228.28496,0.29870683,0.06995038,0.05149928,0.07147822,0.06729386,0.046723053,0.07691514,0.31743324,6.603128,0.46607834,0.15420142,0.49668345,153.29974,123.63575,63509.2,0.31376502,123.656586,30.456573,254.0,184.0,226.0,0.014330473,0.2881619,0.074438594,0.049764346,0.07621292,0.06867202,0.043304686,0.08203493,0.3174106,1.9601504,0.69484645,0.33873686,0.7066528,138.03401,34.123795,255.0,230.0,252.0,0.05859375,0.28382874,0.079055786,0.048828125,0.067352295,0.07067871,0.05206299,0.075927734,0.32226562,3.8647711,0.6015547,0.27633396,0.57236844,0
110.48344,133.93115,138.30774,41.94132,37.238277,37.545795,0.8249271,0.79882324,0.96835613,-23.447716,-27.824303,27.824303,3002.7686,2284.7139,1933.5259,-0.07018085,-0.085572965,95.93969,58.608536,138.31819,32.84131,37.52823,127.41941,38.47832,255.0,223.0,252.0,0.052545946,0.2219839,0.06332366,0.016712448,0.051402733,0.03980587,0.012923984,0.019289529,0.058184933,0.056356285,0.020454615,0.011959507,0.039497238,0.05385636,0.018749421,0.065738715,0.2497608,3.8263574,0.6343438,0.29255673,0.65345186,6.5394816,99.96983,109.045586,37538.938,0.16580507,0.03677987,218.67331,220.37238,225.64548,33.336185,33.043133,31.765415,113.41973,8.832606,225.67601,16.846043,5.1800213,31.76753,0.3807377,0.036065575,0.09344263,0.064344265,0.03852459,0.052459016,0.06967213,0.2647541,6.7545605,0.44014755,0.26014435,0.17175578,6.349633,162.55983,97.051384,76995.055,0.2942623,1.7302586,0.15070511,-0.18984826,0.49999997,0.0005861739,405.9041,66.9248,0.0044667716,0.19792557,339.0964,61.14483,0.1486164,0.09332608,0.08578459,0.08928222,0.09822804,0.10056884,0.10779068,0.117318995,0.15908416,1.1947613,0.15908416,3.1363153,71.0,0.03677987,0.017500037,1.7924528,0.08702206,144.40443,0.29064688,0.06634826,0.05409555,0.07756705,0.07601617,0.051811673,0.07375544,0.30975896,8.47847,0.43667707,0.13640678,0.45470726,173.41566,136.78963,83493.84,0.33431068,127.53451,33.89999,254.0,200.0,236.0,0.025052702,0.28248024,0.07257914,0.05721749,0.081876986,0.07021581,0.05264631,0.07500467,0.30797935,2.5840282,0.6578217,0.31781685,0.69076645,140.20097,42.917076,255.0,245.0,253.0,0.08955566,0.2774594,0.069122866,0.05392782,0.077434815,0.08033863,0.056939173,0.07317898,0.31159833,5.0331993,0.59407395,0.27732474,0.6319456,0
105.24448,132.51103,136.592,44.099583,42.785027,43.2149,0.7942318,0.7705025,0.97012293,-27.266556,-31.347519,31.347519,12629.616,15813.162,15145.733,-0.078472815,-0.094592966,93.145035,72.49435,136.6823,48.264923,43.180984,124.812355,42.849003,255.0,203.0,253.0,0.040760964,0.22268184,0.07652939,0.017149504,0.0498128,0.037148777,0.012525898,0.02050816,0.05193559,0.04376431,0.021489587,0.008883719,0.033252154,0.05431282,0.020987969,0.0709389,0.25807858,2.1316233,0.7003747,0.33791405,0.8280524,6.352755,75.67798,94.02802,20431.996,0.100919634,0.06603276,211.37633,214.95976,217.59483,36.89771,35.159203,34.44071,99.23712,8.361537,217.7301,32.29646,6.726716,34.46154,0.36930043,0.04934416,0.07339163,0.07011243,0.04356652,0.03888195,0.07276702,0.28263584,6.079147,0.46176705,0.25056475,0.32485327,6.429633,166.57674,95.435005,59751.96,0.32589006,1.7160354,0.11534054,0.076878004,0.99999994,0.4572543,2431.3792,137.63058,0.008465606,0.2866873,2818.6594,142.64261,0.14623258,0.09884645,0.10186914,0.11088418,0.11562981,0.1090677,0.09714467,0.08731593,0.13300958,1.0755073,0.14623258,3.1526842,61.0,0.06603276,0.045455504,2.102564,0.124786384,100.703064,0.30387846,0.06704954,0.050067246,0.07319981,0.06356003,0.04269565,0.07421759,0.3253317,5.5389843,0.48492306,0.15752083,0.6488163,143.2605,115.902176,53118.977,0.30936715,124.6809,40.57609,255.0,198.0,243.0,0.02982269,0.28965962,0.07276672,0.04652731,0.079773664,0.07531737,0.037057668,0.085050866,0.3138468,1.6235008,0.7298899,0.37775385,0.8479088,145.50435,36.13472,255.0,245.0,254.0,0.08078003,0.29696655,0.07380676,0.048934937,0.06994629,0.068862915,0.045394897,0.073013306,0.32307434,2.65707,0.6464282,0.30616257,0.7333821,0
120.69493,137.02173,141.06305,44.393707,43.822704,44.06221,0.8808452,0.85560983,0.97135097,-16.326797,-20.368118,20.368118,19886.072,16128.205,13973.094,-0.04238067,-0.052929528,94.62556,50.21088,141.19273,49.73218,44.052185,132.57812,43.827957,255.0,201.0,249.0,0.03513765,0.22012095,0.08337333,0.01748104,0.057338964,0.03239896,0.0104924645,0.01910339,0.048315253,0.045224153,0.020120956,0.009033311,0.03338773,0.052116733,0.017605837,0.083680525,0.25020638,3.0754724,0.6183464,0.21770948,0.754584,6.749177,101.15195,98.40044,29777.037,0.21360277,0.024057547,214.67305,217.04097,218.84456,29.756264,29.260294,29.12314,98.736984,6.68951,219.53638,32.789505,5.3093143,29.012852,0.37254903,0.041394334,0.08714597,0.057734206,0.037037037,0.04793028,0.054466233,0.3017429,5.6451116,0.43406233,0.20987006,0.14442964,6.443296,129.86928,72.71008,55494.008,0.2342048,1.6332103,0.13322829,-0.30588117,0.49999997,0.0054195076,275.5122,45.985878,0.0023623193,0.14293844,217.77066,40.85852,0.13404253,0.09903463,0.11849092,0.12416447,0.12085826,0.10504153,0.09199375,0.08527019,0.12110381,1.0179155,0.13404253,3.1556187,81.0,0.024057547,0.0027354867,1.3636363,0.24391447,51.51958,0.31094366,0.07289047,0.044782568,0.06773543,0.0627052,0.042929824,0.06954017,0.3284727,7.853968,0.42447358,0.11994525,0.5866091,184.57637,127.038185,75905.03,0.35104156,132.67973,41.238472,254.0,191.0,223.0,0.012598542,0.31115696,0.070460916,0.04138119,0.069876984,0.06318125,0.0404469,0.071161635,0.33233416,2.6233635,0.6381364,0.23068607,0.7393085,147.5869,45.9574,255.0,232.0,252.0,0.06544043,0.29474634,0.07668057,0.046250552,0.06710751,0.06758809,0.048903327,0.06881836,0.32990524,4.219486,0.5737279,0.2299171,0.6879993,0
102.014496,132.99205,136.60068,39.472946,36.251442,36.622814,0.76707214,0.7468081,0.9735826,-30.977554,-34.58618,34.58618,10874.934,9019.869,9253.408,-0.089625284,-0.10118058,93.05814,74.572075,136.6748,40.75367,36.61041,124.12883,36.816925,255.0,187.0,252.0,0.03295834,0.22235635,0.075959556,0.016322032,0.050429773,0.039116897,0.01348215,0.020264044,0.055718835,0.04441762,0.021914326,0.009219412,0.032824837,0.05239495,0.021360345,0.06840208,0.2558168,1.7651376,0.7309211,0.38324976,0.8091774,6.201976,64.80791,84.08452,16132.978,0.079983205,0.06350967,204.95511,209.43007,212.38321,39.481575,37.24029,36.34289,100.351135,10.671445,212.67117,29.389761,9.62271,36.272507,0.36420944,0.051074233,0.0708864,0.07101505,0.046442814,0.038466487,0.071786955,0.28611863,6.590146,0.4458466,0.2233642,0.36086583,6.5507636,175.94113,98.74528,63855.55,0.34632704,1.6791272,0.14310242,0.34878787,0.99999994,0.32966286,566.13257,79.03335,0.010906225,0.36009848,479.8969,71.401726,0.1369892,0.1014917,0.102939725,0.11130786,0.115381196,0.111104846,0.10107215,0.093426876,0.1262864,1.0491378,0.1369892,3.1604462,63.0,0.06350967,0.044720236,2.341772,0.08635225,145.52454,0.30242702,0.06732911,0.052978087,0.07698587,0.06457087,0.04246994,0.07203504,0.32120407,4.5239553,0.5199045,0.18389782,0.62095267,125.00951,106.213585,42380.95,0.26820266,124.24464,34.571514,255.0,187.0,240.0,0.024582328,0.28785878,0.07267757,0.049087994,0.085992366,0.07336099,0.036645144,0.08394212,0.31043503,1.3598028,0.7634488,0.42988563,0.8251,136.3233,27.819483,255.0,198.0,252.0,0.035217285,0.29093933,0.07281494,0.05104065,0.071640015,0.06982422,0.045425415,0.07673645,0.32157898,1.8636853,0.7016617,0.38194466,0.68786424,0
120.89168,137.2481,141.29448,44.151585,43.509438,43.724884,0.88082594,0.85560083,0.97136205,-16.356415,-20.402802,20.402802,19724.629,15628.548,12482.825,-0.041321322,-0.05290019,94.688644,49.80517,141.42438,48.91094,43.722115,132.79625,43.53323,255.0,201.0,249.0,0.035203926,0.21949297,0.08353442,0.016708808,0.05730794,0.03247546,0.011123182,0.019775614,0.048867013,0.044819597,0.02057356,0.009671496,0.033292636,0.051751155,0.017227953,0.08415932,0.24921888,3.0795195,0.61728096,0.21774147,0.750592,6.7520833,101.20928,98.388374,29734.527,0.21422459,0.023607664,214.54045,216.83548,218.63696,29.839361,29.36203,29.244465,99.65377,6.8292303,219.45331,31.084217,5.4109135,29.10946,0.3542354,0.0440044,0.07150715,0.05720572,0.04510451,0.04950495,0.05830583,0.32013202,5.5625577,0.43873328,0.21109997,0.16433264,6.4397573,131.96465,75.035736,55226.887,0.2310231,1.629121,0.1371189,-0.312326,0.49999997,0.0056556356,277.01382,45.78676,0.0023620208,0.14256728,219.12173,40.658363,0.13466161,0.09870405,0.11788371,0.12569018,0.120372295,0.10475271,0.09200339,0.08492595,0.12100612,1.0170527,0.13466161,3.155105,80.0,0.023607664,0.0026199988,1.1818181,0.25868958,48.577026,0.31009355,0.072324716,0.045800205,0.0688349,0.06314352,0.043281388,0.06836382,0.3281579,7.8417687,0.4238857,0.11974222,0.5834624,184.69362,126.84912,75759.97,0.3516925,133.00403,40.763435,255.0,191.0,223.0,0.012370753,0.31063762,0.071787484,0.04121061,0.0696062,0.06364663,0.04035368,0.07065789,0.33209988,2.6263769,0.63816553,0.23141396,0.732278,147.85275,45.557602,255.0,232.0,252.0,0.06552337,0.2930474,0.07637273,0.047466103,0.06760266,0.06775652,0.049158573,0.06846812,0.3301279,4.226989,0.572966,0.2303869,0.6832541,0
101.74848,126.79895,131.33029,38.491947,32.69046,32.825237,0.80243945,0.77475256,0.9654966,-25.050468,-29.58181,29.58181,68.13165,20.958225,7.695984,-0.07826941,-0.094282046,95.7239,63.180824,131.3762,27.889381,32.857998,119.81819,34.22238,255.0,196.0,251.0,0.037776895,0.21740103,0.06950784,0.016412232,0.056628983,0.03947074,0.01151569,0.019898135,0.052498795,0.05148829,0.019816753,0.010464493,0.038684037,0.05860252,0.018914757,0.07406528,0.24463043,3.3900335,0.6482649,0.30967307,0.61848336,6.439998,93.50173,103.25149,31774.236,0.14588575,0.037898127,205.41675,208.70589,213.6252,39.38613,38.638866,37.538483,107.77537,11.233339,213.78142,20.455677,6.9251323,37.503986,0.3609334,0.042152803,0.08581106,0.057960104,0.041400075,0.049303725,0.07376741,0.28867143,8.950006,0.39462373,0.2079424,0.20256561,6.6038275,190.31319,102.811325,100399.25,0.30222055,1.7384359,0.17779665,0.16382945,0.99999994,0.4336052,384.922,64.282166,0.008680282,0.31091696,333.78494,61.198532,0.138928,0.11633754,0.1101568,0.107324734,0.1075533,0.09825255,0.09526028,0.09960095,0.1265859,1.0865762,0.138928,3.1597066,102.0,0.037898127,0.016218001,1.9411764,0.08394536,149.69704,0.29358906,0.070416614,0.052173264,0.07220704,0.07049122,0.049128186,0.07926701,0.31272763,7.169034,0.44530585,0.14563332,0.48898727,163.88548,128.3014,68161.336,0.32808864,119.93833,29.879063,254.0,185.0,227.0,0.014520474,0.2849104,0.077250876,0.050945148,0.07440996,0.06471263,0.048131555,0.07919034,0.32044908,2.23374,0.6727511,0.3383089,0.67122924,132.82193,37.00438,255.0,236.0,253.0,0.06416321,0.27908325,0.08087158,0.048599243,0.06996155,0.07106018,0.05204773,0.08018494,0.31819153,4.4685893,0.59607416,0.2658426,0.58245003,0
81.86064,78.983116,85.272865,59.99974,71.33679,70.30028,1.0364321,0.95998466,0.9262397,2.8775253,-3.4122238,6.289749,365849.34,24451.549,4288.835,0.09281939,-0.00268964,114.05147,92.794754,93.641365,65.31851,70.75392,80.5743,66.96977,253.0,203.0,213.0,0.0015481208,0.25851262,0.06477006,0.019741643,0.035784457,0.045907896,0.015225704,0.020159556,0.03483636,0.035141997,0.021388339,0.01441483,0.04600146,0.035329122,0.020371629,0.05909394,0.2733204,2.359414,0.57982576,0.16803601,0.93212366,7.508906,70.90007,62.718513,22361.055,0.1388402,0.05815282,184.41136,211.42404,218.78143,13.048083,8.474954,12.899376,95.133,43.955418,220.67938,11.243251,10.695057,9.446055,0.32062244,0.051030423,0.06575073,0.06350764,0.051310807,0.051871583,0.06589093,0.33001542,0.65816283,0.7338737,0.46847388,0.09006004,5.0838575,34.714554,18.755924,5130.8555,0.0,2.5337768,0.47368428,-2.4250486,0.99999994,0.37905708,3687.6733,169.12697,0.1804032,1.1458724,4129.4917,182.54228,0.10483299,0.10404286,0.10565308,0.10796767,0.15842141,0.10810527,0.10633412,0.104163356,0.10047919,0.90861326,0.15842141,3.154963,30.0,0.05815282,0.053428598,2.7977529,0.08041209,156.27464,0.32299575,0.054309793,0.061189737,0.053979203,0.055095714,0.061595175,0.0548774,0.33595723,9.035297,0.36339283,0.09332651,0.71603477,144.56696,92.209915,90228.86,0.33877033,80.727394,65.553925,251.0,201.0,209.0,0.00024583313,0.34161958,0.05755179,0.063653484,0.061946012,0.059962336,0.05245449,0.06257376,0.30023855,1.1585257,0.728284,0.20333397,0.96562827,88.395874,64.029976,253.0,207.0,215.0,0.0032806396,0.3293152,0.0549469,0.06338501,0.055252075,0.05810547,0.059280396,0.059143066,0.3205719,2.370995,0.5539637,0.15062393,0.9257428,1
141.28296,135.69434,125.83171,49.455933,45.249283,46.52317,1.0411854,1.122793,1.0783795,5.588623,15.451248,15.451248,18142.227,26242.555,13420.859,0.014628162,0.0362732,71.33232,41.208157,144.07654,47.843983,48.327747,136.23584,45.864857,249.0,212.0,227.0,0.030765608,0.1741534,0.11143482,0.0052103275,0.054056335,0.036686413,0.009972943,0.011926005,0.076889634,0.061978888,0.023462694,0.0031080283,0.025493618,0.08734273,0.022456964,0.05996743,0.23585977,0.91359377,0.84838635,0.2452406,0.94084334,7.2902126,40.214825,73.61429,7827.3574,0.043434534,0.098850824,212.91008,211.39021,213.17155,12.4406,11.815818,17.952202,121.232185,9.715803,216.88864,38.683746,17.994234,12.266894,0.35409585,0.026704585,0.022196019,0.070541725,0.058403272,0.0035374905,0.15911771,0.30540335,0.06728891,0.9721896,0.5695689,0.9383485,5.396433,7.11638,9.027406,114.02992,0.0013872512,1.5564283,0.23577379,-1.8937798,0.99999994,0.40070224,1202.3596,118.20419,0.0016727503,0.1430062,1151.9071,117.57989,0.11654027,0.075129196,0.06452181,0.07664823,0.26024106,0.09042382,0.085909784,0.103263885,0.12732191,0.8442586,0.26024106,3.0210903,17.0,0.098850824,0.09302858,2.5520833,0.3952651,31.79226,0.28221416,0.06663769,0.047301725,0.09492139,0.08339768,0.03210548,0.09879507,0.2946268,1.9981157,0.7281052,0.18265192,0.8956851,77.237785,94.58049,18704.078,0.12914863,136.2698,44.73685,249.0,211.0,226.0,0.030015517,0.31695613,0.058337245,0.04347259,0.08167736,0.09630731,0.02983362,0.10371356,0.2697022,0.832743,0.8260026,0.23857445,0.94253045,141.68057,33.892014,249.0,193.0,212.0,0.0032043457,0.28408813,0.05999756,0.045333862,0.08988953,0.091674805,0.029174805,0.11430359,0.28553772,0.4730632,0.84287685,0.2792263,0.94789946,1
142.61896,97.51064,68.35906,79.44048,61.335083,41.621918,1.4625989,2.086321,1.4264479,45.108315,74.259895,74.259895,57854.746,59921.56,2864.2769,0.15853505,0.23126021,29.860857,130.68655,143.7467,41.48953,78.55646,107.683495,63.066902,255.0,220.0,253.0,0.05001751,0.19307601,0.07125077,0.010010364,0.03974026,0.051035143,0.016920174,0.019444913,0.055739127,0.03188257,0.0195335,0.006156817,0.032901324,0.056438968,0.023387047,0.07079011,0.3016929,0.55431527,0.87286747,0.21409702,0.9819132,7.8083553,28.746634,55.53775,4022.2993,0.026753364,0.09657678,252.49425,222.41982,149.8312,5.9196672,26.44892,47.853195,23.594234,104.073975,252.6624,13.358048,47.269997,5.942101,0.13858436,0.03640234,0.040872805,0.114741884,0.050878126,0.015220862,0.109419905,0.49387974,0.39750102,0.8985484,0.4387255,0.87331945,5.8972797,29.031958,39.94695,2281.7393,0.029483767,2.0724733,0.7963633,-1.9110755,0.49999997,0.0023739068,1284.0149,117.172226,0.025032677,0.4508084,2368.1716,157.01785,0.11684746,0.091371395,0.088971816,0.093327835,0.22040218,0.10298544,0.09468094,0.0909551,0.10045784,0.8428373,0.22040218,3.095457,9.0,0.09657678,0.048030116,1.7887324,0.3440663,36.52311,0.288582,0.055685975,0.064500414,0.07127734,0.05936235,0.048926763,0.072473265,0.3391919,0.9881576,0.766784,0.18224208,0.9606083,45.11334,64.06704,7965.633,0.032706432,107.822975,62.797367,255.0,218.0,253.0,0.04798599,0.2566074,0.056256928,0.037588067,0.0872644,0.052108295,0.017023712,0.0994242,0.39372697,0.61544245,0.8802834,0.22471038,0.979699,126.03632,61.918396,255.0,234.0,254.0,0.06983255,0.25528938,0.05270799,0.06575663,0.08501974,0.046812203,0.036153752,0.07730033,0.38095996,0.6232372,0.87669057,0.21447827,0.9787294,1
