filename,folder,label,brightness_mean,brightness_std,brightness_max,brightness_min,brightness_p95,block_mean_var,block_mean_max,block_mean_min,block_top3_mean,bright_block_count,bright_pixel_ratio,connected_component_count,largest_component_area,largest_component_ratio,sobel_mean,laplacian_var,rgb_r_mean,rgb_g_mean,rgb_b_mean
18,light,1,91.34928894042969,30.169208526611328,254.0,0.0,147.0,686.612060546875,171.2869110107422,49.013431549072266,145.37071228027344,0.0,0.016641422193877552,129.0,405.0,0.008071588010204082,33.91035461425781,985.9696044921875,60.64522933959961,104.40959930419922,104.46757507324219
19,light,1,91.91192626953125,26.266786575317383,253.0,49.0,139.0,492.6746826171875,152.71505737304688,60.083839416503906,137.06353759765625,0.0,0.011340082908163265,117.0,84.0,0.0016741071428571428,33.9664421081543,985.6852416992188,61.42034149169922,104.73287963867188,105.85283660888672
20,light,1,91.99824523925781,33.190101623535156,250.0,37.0,158.0,918.5565795898438,176.279296875,50.68333435058594,154.36363220214844,0.0,0.017418686224489797,113.0,452.0,0.009008290816326531,37.55278778076172,916.5272827148438,70.7292709350586,100.51014709472656,103.76277160644531
21,light,1,90.56324005126953,31.671083450317383,248.0,40.0,151.0,825.7273559570312,168.46665954589844,50.59358215332031,148.12896728515625,0.0,0.013751594387755101,102.0,277.0,0.005520567602040816,36.6855583190918,850.2035522460938,68.20966339111328,99.52896118164062,102.95874786376953
22,light,1,98.22138214111328,30.62422752380371,251.0,44.0,146.0,769.2406005859375,161.0085906982422,56.27308654785156,148.0614471435547,0.0,0.012276785714285714,93.0,290.0,0.005779655612244898,34.969444274902344,739.81103515625,73.47930908203125,108.23223876953125,111.95706939697266
23,light,1,95.89414978027344,31.482391357421875,252.0,42.0,149.0,807.38427734375,160.85757446289062,53.9140739440918,148.688720703125,0.0,0.012814891581632654,106.0,186.0,0.003706951530612245,36.12788391113281,805.9782104492188,71.83926391601562,105.62844848632812,109.1992416381836
24,light,1,98.2158203125,32.56527328491211,251.0,0.0,154.0,878.6824951171875,164.90252685546875,47.461727142333984,151.7747344970703,0.0,0.013472576530612245,117.0,259.0,0.005161830357142857,36.90252685546875,799.7412109375,73.1290054321289,108.3826904296875,111.97747802734375
25,light,1,96.42076110839844,31.917949676513672,253.0,0.0,149.0,826.6429443359375,162.213134765625,52.52246856689453,148.3074188232422,0.0,0.012017697704081632,101.0,154.0,0.0030691964285714285,37.74174499511719,822.5671997070312,71.30201721191406,106.63131713867188,110.08920288085938
26,light,1,103.068359375,30.705469131469727,253.0,51.0,150.0,782.121826171875,172.57037353515625,61.09292984008789,154.7901153564453,0.0,0.016462053571428572,81.0,542.0,0.010801977040816327,30.73389434814453,570.2980346679688,71.65999603271484,116.15983581542969,118.12298583984375
27,light,1,97.9579849243164,29.54677391052246,254.0,46.0,147.0,737.3284301757812,163.07373046875,55.08636474609375,147.7319793701172,0.0,0.0087890625,101.0,77.0,0.0015345982142857143,33.93305206298828,695.8091430664062,70.9766616821289,108.94280242919922,112.34295654296875
28,light,1,92.76777648925781,30.24212646484375,252.0,31.0,148.0,751.7654418945312,160.20909118652344,52.69747543334961,144.32676696777344,0.0,0.007912149234693877,141.0,42.0,0.0008370535714285714,38.37404251098633,901.785888671875,66.9131088256836,103.23571014404297,106.8671646118164
29,light,1,115.20619201660156,36.59475326538086,250.0,48.0,174.0,1199.05078125,179.39060974121094,59.91890335083008,170.3305206298828,0.0,0.01305404974489796,176.0,43.0,0.0008569834183673469,37.682579040527344,692.2601318359375,89.4765625,125.68991088867188,128.81979370117188
30,light,1,104.6161880493164,33.34455490112305,250.0,47.0,159.0,980.9977416992188,166.28048706054688,56.13584899902344,157.0966339111328,0.0,0.006716358418367347,97.0,30.0,0.0005978954081632653,36.93699264526367,690.7406005859375,79.83466339111328,114.69385528564453,117.80982971191406
31,light,1,108.26323699951172,35.42625427246094,250.0,47.0,164.0,1108.70947265625,176.84938049316406,57.03099060058594,163.13563537597656,0.0,0.011439732142857142,113.0,113.0,0.0022520727040816328,38.067012786865234,672.1416015625,83.71605682373047,118.23594665527344,121.3790054321289
32,light,1,108.67328643798828,34.273216247558594,251.0,51.0,162.0,1038.95654296875,168.3737335205078,61.537879943847656,159.43096923828125,0.0,0.005560427295918368,110.0,13.0,0.00025908801020408165,37.907569885253906,617.8286743164062,83.46516418457031,118.80039978027344,122.72339630126953
33,light,1,108.57850646972656,36.811790466308594,254.0,47.0,169.0,1208.37255859375,178.09495544433594,56.69728469848633,166.65673828125,0.0,0.009865274234693877,149.0,35.0,0.0006975446428571429,40.052852630615234,761.1026000976562,85.60214233398438,117.7862319946289,121.61792755126953
34,light,1,113.76728057861328,31.642730712890625,255.0,49.0,160.0,874.6986083984375,167.95802307128906,58.96952438354492,157.5547332763672,0.0,0.008111447704081632,130.0,20.0,0.0003985969387755102,33.29535675048828,656.0110473632812,83.2313232421875,126.47343444824219,128.55496215820312
35,light,1,86.49543762207031,31.27716636657715,254.0,38.0,141.0,758.370361328125,160.7758026123047,46.38584899902344,139.39259338378906,0.0,0.014628507653061224,119.0,254.0,0.00506218112244898,35.882015228271484,1072.822265625,58.276329040527344,98.34452819824219,99.3047866821289
36,light,1,88.15262603759766,33.43756103515625,255.0,37.0,160.0,836.3187255859375,176.6241912841797,46.783573150634766,151.0001678466797,0.0,0.02353714923469388,137.0,416.0,0.008290816326530613,39.51116943359375,1238.064697265625,57.23284149169922,101.3595962524414,101.0040054321289
37,light,1,88.75049591064453,31.57170867919922,255.0,47.0,148.0,692.5292358398438,170.6019744873047,57.529293060302734,143.17218017578125,0.0,0.02072704081632653,124.0,689.0,0.013731664540816327,38.455684661865234,1133.0770263671875,57.30110168457031,102.1485595703125,102.19374084472656
38,light,1,87.8594970703125,29.897476196289062,254.0,49.0,138.0,640.6754760742188,161.58914184570312,55.8171501159668,140.8136749267578,0.0,0.017916932397959183,93.0,555.0,0.011061065051020409,33.96170425415039,927.34228515625,56.316368103027344,101.23222351074219,101.52311706542969
39,light,1,109.71127319335938,21.803241729736328,251.0,55.0,145.0,389.6953430175781,154.5858612060547,79.11111450195312,144.05101013183594,0.0,0.003966039540816327,66.0,21.0,0.0004185267857142857,25.08108901977539,437.4102478027344,68.72628021240234,127.32505798339844,126.56698608398438
40,light,1,99.86250305175781,26.401660919189453,253.0,57.0,143.0,552.8818969726562,170.8404083251953,68.5146484375,145.36195373535156,0.0,0.012755102040816327,92.0,333.0,0.006636639030612245,29.920425415039062,674.803466796875,63.308712005615234,115.51060485839844,115.3055419921875
41,light,1,87.28912353515625,31.1599178314209,254.0,46.0,151.0,737.4352416992188,168.11666870117188,56.41767501831055,146.86463928222656,0.0,0.01865433673469388,148.0,365.0,0.007274394132653061,36.38983917236328,1250.7364501953125,56.97431182861328,100.1484603881836,100.24156951904297
42,light,1,88.32535552978516,29.84006118774414,254.0,49.0,146.0,670.1638793945312,165.5969696044922,57.88888931274414,143.6321563720703,0.0,0.017737563775510203,134.0,413.0,0.008231026785714286,34.032623291015625,1118.147705078125,56.91495895385742,101.73764038085938,101.580078125
43,light,1,87.54791259765625,26.38458824157715,252.0,47.0,127.0,509.10491943359375,158.890869140625,53.85279083251953,131.04559326171875,0.0,0.011120854591836735,107.0,184.0,0.003667091836734694,32.06816864013672,989.0049438476562,56.281986236572266,100.78450012207031,101.24723052978516
44,light,1,88.21221160888672,24.964824676513672,254.0,45.0,127.0,443.7060852050781,145.9283905029297,55.464359283447266,129.44773864746094,0.0,0.00835060586734694,99.0,77.0,0.0015345982142857143,31.45616340637207,975.2640991210938,55.989715576171875,101.88874816894531,102.25572204589844
45,light,1,94.2507553100586,27.043556213378906,255.0,52.0,135.0,526.4681396484375,159.58123779296875,59.214359283447266,138.4278106689453,0.0,0.013073979591836735,92.0,282.0,0.005620216836734694,33.18644332885742,977.222900390625,60.8510856628418,108.47893524169922,108.74750518798828
46,light,1,87.7361068725586,39.182979583740234,254.0,30.0,172.0,1146.815185546875,159.2929229736328,42.01777648925781,152.80381774902344,0.0,0.025370695153061226,144.0,476.0,0.009486607142857142,48.127197265625,1676.277099609375,68.09107971191406,95.4884033203125,99.50169372558594
47,light,1,87.9931869506836,37.27760696411133,255.0,35.0,166.25,1103.40625,196.68585205078125,47.49086380004883,155.55128479003906,0.0,0.028918207908163265,142.0,999.0,0.019909917091836735,44.787689208984375,1539.5177001953125,63.59339141845703,97.66438293457031,101.99214935302734
48,light,1,97.0789794921875,28.40193748474121,253.0,48.0,135.0,649.3995971679688,142.4757537841797,59.17626190185547,136.56581115722656,0.0,0.006218112244897959,87.0,24.0,0.00047831632653061223,30.943010330200195,725.1322021484375,66.08319091796875,109.6475601196289,113.6629638671875
49,light,1,99.02395629882812,28.351587295532227,252.0,48.0,137.0,654.2800903320312,138.92373657226562,60.53036880493164,136.0930938720703,0.0,0.005899234693877551,81.0,78.0,0.0015545280612244898,30.089250564575195,729.3091430664062,68.07660675048828,111.65796661376953,115.1775131225586
50,light,1,101.64602661132812,23.04160499572754,254.0,55.0,129.0,389.6015930175781,137.50518798828125,66.12551879882812,130.0110321044922,0.0,0.005819515306122449,90.0,20.0,0.0003985969387755102,28.796310424804688,637.2600708007812,63.9248046875,117.75972747802734,117.91203308105469
51,light,1,86.7599868774414,31.024728775024414,254.0,46.0,152.0,704.4872436523438,179.5626220703125,57.1185188293457,142.1298065185547,0.0,0.024274553571428572,79.0,836.0,0.016661352040816327,33.91471481323242,1262.761474609375,56.15776443481445,99.6787109375,99.97040557861328
52,light,1,102.13958740234375,24.25856590270996,254.0,56.0,134.0,432.2108154296875,143.37234497070312,67.20247650146484,137.30255126953125,0.0,0.007354113520408163,94.0,90.0,0.001793686224489796,28.868139266967773,721.622314453125,63.520965576171875,118.7176513671875,118.23580932617188
53,light,1,88.50145721435547,27.9072265625,254.0,49.0,139.0,539.3281860351562,161.8404998779297,56.7747917175293,136.37399291992188,0.0,0.014130261479591837,94.0,267.0,0.005321269132653061,33.65034484863281,1130.54150390625,55.43185806274414,102.71077728271484,102.1247787475586
54,light,1,102.42938995361328,23.963470458984375,253.0,57.0,135.0,437.9061584472656,152.0720977783203,67.72417449951172,138.9530792236328,0.0,0.0074936224489795915,93.0,62.0,0.0012356505102040817,29.004230499267578,600.6202392578125,63.60084533691406,119.06806182861328,118.85020446777344
55,light,1,97.37174987792969,25.03611946105957,254.0,56.0,129.0,428.5542907714844,154.65908813476562,66.4742431640625,135.2417755126953,0.0,0.012216996173469387,95.0,364.0,0.007254464285714286,30.13951301574707,768.4052734375,60.03266525268555,113.34791564941406,113.30805206298828
56,light,1,88.85503387451172,25.586761474609375,255.0,50.0,124.0,450.2152099609375,154.4398956298828,60.395145416259766,133.0108184814453,0.0,0.012755102040816327,71.0,290.0,0.005779655612244898,31.461122512817383,848.793212890625,53.8939323425293,103.53740692138672,105.07212829589844
57,light,1,97.10539245605469,17.72457504272461,251.0,63.0,126.0,237.2255096435547,125.59308624267578,75.01187896728516,121.86336517333984,0.0,0.0009765625,20.0,8.0,0.00015943877551020407,23.35123062133789,447.75830078125,56.00914764404297,114.4597396850586,115.6258773803711
58,light,1,98.74986267089844,17.776180267333984,255.0,66.0,130.0,243.3706817626953,127.91358184814453,73.71487426757812,125.3386001586914,0.0,0.0007971938775510204,7.0,13.0,0.00025908801020408165,22.465755462646484,360.7486572265625,57.652503967285156,115.99417877197266,117.73893737792969
59,light,1,95.63099670410156,21.08169174194336,255.0,54.0,130.0,342.3907775878906,127.6869125366211,65.05733489990234,125.4944839477539,0.0,0.0011957908163265306,15.0,14.0,0.00027901785714285713,26.5058536529541,488.0686340332031,58.62031555175781,111.1032943725586,113.11942291259766
60,light,1,99.8839111328125,28.766035079956055,255.0,51.0,146.0,607.1973266601562,162.0321044921875,61.02427673339844,145.5076446533203,0.0,0.013293207908163265,77.0,406.0,0.008091517857142858,36.68939208984375,964.811767578125,66.06221771240234,113.94092559814453,116.44270324707031
61,light,1,87.56730651855469,28.44660186767578,254.0,44.0,134.0,587.5609741210938,159.16818237304688,55.91010284423828,138.75489807128906,0.0,0.01411033163265306,90.0,328.0,0.006536989795918368,32.60495376586914,937.800537109375,54.535736083984375,101.43853759765625,102.70262908935547
62,light,1,99.81429290771484,40.57014846801758,254.0,37.0,185.0,1302.3779296875,180.06211853027344,52.64444351196289,173.0565185546875,0.0,0.032545440051020405,182.0,1152.0,0.02295918367346939,49.04728317260742,1676.4610595703125,79.8779067993164,107.55702209472656,112.14742279052734
63,light,1,90.57525634765625,31.867212295532227,252.0,43.0,149.0,790.3440551757812,173.08485412597656,54.72222137451172,145.87095642089844,0.0,0.015345982142857142,104.0,443.0,0.00882892219387755,40.23198699951172,1203.6331787109375,64.43134307861328,100.9092788696289,106.05889129638672
64,light,1,89.64879608154297,28.765031814575195,254.0,46.0,135.0,632.13525390625,158.9646453857422,55.46919250488281,136.61448669433594,0.0,0.008549904336734694,80.0,181.0,0.0036073022959183672,37.744171142578125,1067.2669677734375,63.02058792114258,100.27110290527344,104.9354248046875
65,light,1,89.71914672851562,28.605613708496094,253.0,45.0,134.0,621.8549194335938,155.62677001953125,54.98737335205078,135.61282348632812,0.0,0.007473692602040816,92.0,89.0,0.0017737563775510204,37.61232376098633,992.6339111328125,63.34090042114258,100.31905364990234,104.50480651855469
66,light,1,97.2002944946289,31.245616912841797,252.0,47.0,151.0,789.7047119140625,169.0834503173828,56.443180084228516,150.05743408203125,0.0,0.011937978316326531,97.0,248.0,0.004942602040816327,35.40555191040039,837.3291015625,67.15802001953125,109.4873275756836,112.73692321777344
67,light,1,102.64574432373047,32.265743255615234,252.0,48.0,161.0,848.4575805664062,177.9738311767578,59.62575912475586,158.2855987548828,0.0,0.013871173469387755,98.0,284.0,0.005660076530612245,38.292110443115234,930.7710571289062,77.04896545410156,112.97291564941406,116.74583435058594
68,light,1,112.68036651611328,33.53345489501953,248.0,51.0,177.0,946.0613403320312,181.1116180419922,66.3419189453125,171.1050567626953,0.0,0.013034119897959183,143.0,104.0,0.002072704081632653,39.20339584350586,919.081787109375,92.10807800292969,121.16452026367188,122.97572326660156
69,light,1,110.09161376953125,35.29259490966797,252.0,46.0,180.0,1030.0782470703125,185.43637084960938,61.900245666503906,167.06649780273438,0.0,0.017059948979591837,163.0,133.0,0.002650669642857143,42.346431732177734,1053.01611328125,90.47779846191406,117.97139739990234,120.90570831298828
70,light,1,106.74019622802734,34.53226089477539,252.0,44.0,175.0,978.8729858398438,185.1272735595703,58.86123275756836,162.41905212402344,0.0,0.010522959183673469,124.0,152.0,0.0030293367346938774,42.878074645996094,1022.7752075195312,86.6864242553711,114.75589752197266,117.97847747802734
71,light,1,118.96123504638672,34.907474517822266,254.0,49.0,185.0,1036.659912109375,186.11703491210938,62.28434371948242,176.8850860595703,0.0,0.009785554846938776,157.0,31.0,0.0006178252551020409,39.89326095581055,816.7561645507812,97.4200439453125,127.9979476928711,128.98399353027344
72,light,1,115.28075408935547,34.740577697753906,255.0,47.0,181.0,1031.8167724609375,185.2429656982422,60.05555725097656,174.00181579589844,0.0,0.008091517857142858,131.0,43.0,0.0008569834183673469,40.14247512817383,832.9235229492188,93.95549774169922,124.14614868164062,125.6025161743164
73,light,1,109.24124908447266,32.46078872680664,252.0,47.0,171.0,892.469482421875,178.1851806640625,58.507232666015625,165.21876525878906,0.0,0.00661670918367347,127.0,15.0,0.00029894770408163266,37.755088806152344,757.8982543945312,86.95513916015625,118.45842742919922,120.21231079101562
74,light,1,116.88827514648438,32.74357986450195,254.0,51.0,179.0,906.76953125,181.36839294433594,62.77531051635742,170.73876953125,0.0,0.0006377551020408163,17.0,12.0,0.00023915816326530612,37.83882141113281,703.52392578125,95.65563201904297,125.96237182617188,125.89753723144531
75,light,1,116.84368896484375,32.95459747314453,253.0,49.0,177.0,921.4404907226562,179.13975524902344,62.311466217041016,167.55982971191406,0.0,0.001295440051020408,47.0,4.0,7.971938775510203e-05,38.08174514770508,686.8599243164062,95.88835144042969,125.68891143798828,126.28499603271484
76,light,1,103.3134765625,32.629127502441406,250.0,43.0,163.0,882.59375,170.8626251220703,55.94814682006836,157.4256591796875,0.0,0.009626116071428572,141.0,25.0,0.0004982461734693878,42.32944869995117,869.3603515625,82.7529296875,111.47911071777344,115.123046875
77,light,1,105.02393341064453,32.97273254394531,246.0,45.0,166.0,913.2134399414062,177.85101318359375,56.07209777832031,157.75025939941406,0.0,0.009048150510204082,142.0,47.0,0.0009367028061224489,41.7407112121582,821.831298828125,82.78717041015625,113.80438995361328,118.3575210571289
78,light,1,107.41511535644531,28.48436737060547,250.0,55.0,160.0,666.2577514648438,161.94898986816406,63.076541900634766,154.1703643798828,0.0,0.0014150191326530613,44.0,5.0,9.964923469387755e-05,37.6863899230957,620.2901611328125,82.18911743164062,117.69770050048828,120.55400848388672
79,light,1,118.02899932861328,30.535715103149414,248.0,53.0,167.0,781.3255615234375,173.70814514160156,65.2102279663086,165.32460021972656,0.0,0.004583864795918368,85.0,18.0,0.0003587372448979592,38.22269058227539,596.7962646484375,93.43218231201172,128.2474365234375,129.88267517089844
80,light,1,113.82362365722656,32.47887420654297,249.0,47.0,164.0,882.660400390625,176.9886474609375,59.35382080078125,164.63209533691406,0.0,0.01128029336734694,81.0,128.0,0.002551020408163265,39.76129913330078,653.9191284179688,91.60616302490234,122.96075439453125,125.05400848388672
81,light,1,104.498046875,24.020416259765625,252.0,57.0,145.0,463.8702392578125,141.43637084960938,64.58963012695312,139.35289001464844,0.0,0.0006975446428571429,14.0,7.0,0.00013950892857142856,35.01926040649414,495.5343933105469,80.2978286743164,114.4552001953125,116.59197998046875
82,light,1,109.42516326904297,31.733469009399414,251.0,47.0,159.0,831.4238891601562,168.35958862304688,59.29728317260742,157.95016479492188,0.0,0.006875797193877551,102.0,44.0,0.0008769132653061224,43.12765884399414,738.7860107421875,87.8193588256836,118.1845703125,121.05297088623047
83,light,1,108.28784942626953,31.83567237854004,253.0,48.0,160.0,837.4483032226562,166.34495544433594,58.465187072753906,156.931884765625,0.0,0.007174744897959184,106.0,115.0,0.002291932397959184,43.8441276550293,773.9785766601562,86.34911346435547,117.04169464111328,120.91452026367188
84,light,1,119.42793273925781,30.95509910583496,254.0,50.0,174.0,806.6931762695312,175.57481384277344,63.792354583740234,168.45350646972656,0.0,0.003985969387755102,72.0,12.0,0.00023915816326530612,40.1268424987793,596.6695556640625,96.32874298095703,129.08934020996094,130.22752380371094
85,light,1,116.0683822631836,30.25750160217285,254.0,50.0,171.0,772.85595703125,172.1195068359375,61.97417449951172,164.4380340576172,0.0,0.002590880102040816,52.0,13.0,0.00025908801020408165,38.63084030151367,535.15234375,93.09193420410156,125.63946533203125,127.0480728149414
86,light,1,118.27891540527344,30.90835952758789,253.0,51.0,174.0,808.7528076171875,175.12049865722656,62.92716979980469,168.08592224121094,0.0,0.004264987244897959,74.0,16.0,0.00031887755102040814,38.95458984375,537.3555297851562,95.60670471191406,127.67639923095703,129.3621063232422
87,light,1,113.31389617919922,33.95983123779297,239.0,49.0,176.0,1018.38427734375,189.96060180664062,62.402469635009766,171.8932647705078,0.0,0.014787946428571428,99.0,426.0,0.008490114795918368,36.73074722290039,590.8082275390625,91.69300079345703,122.10488891601562,124.82200622558594
88,light,1,110.90088653564453,33.944889068603516,250.0,49.0,175.0,1014.5086059570312,186.9570770263672,60.767677307128906,169.62542724609375,0.0,0.015027104591836735,113.0,328.0,0.006536989795918368,37.670623779296875,610.705078125,88.18511199951172,119.96986389160156,124.08467864990234
89,light,1,106.77670288085938,30.993383407592773,253.0,50.0,163.0,820.2059326171875,176.6161651611328,59.726768493652344,160.6826629638672,0.0,0.008490114795918368,90.0,98.0,0.001953125,37.845149993896484,608.9025268554688,83.1220932006836,116.28065490722656,120.15052795410156
90,light,1,111.5428695678711,32.01612091064453,253.0,50.0,169.0,878.4580688476562,180.50123596191406,64.34039306640625,167.7209930419922,0.0,0.0186344068877551,98.0,516.0,0.010283801020408163,35.42897415161133,572.409423828125,83.45826721191406,123.04051971435547,126.10140228271484
91,light,1,100.45890808105469,30.746591567993164,252.0,45.0,157.0,788.5084228515625,173.36839294433594,59.0046501159668,154.8760528564453,0.0,0.014588647959183673,90.0,328.0,0.006536989795918368,36.25175476074219,691.7705688476562,75.1310806274414,110.75502014160156,114.10160064697266
92,light,1,117.7248306274414,28.57182502746582,253.0,57.0,168.0,699.4531860351562,180.96543884277344,72.64927673339844,166.40345764160156,0.0,0.014907525510204082,85.0,365.0,0.007274394132653061,32.04484176635742,483.4575500488281,87.53436279296875,130.1473846435547,133.06024169921875
93,light,1,113.77074432373047,28.468751907348633,251.0,57.0,166.0,684.5928344726562,176.76345825195312,71.02737426757812,164.2651824951172,0.0,0.014847735969387755,103.0,328.0,0.006536989795918368,32.55620574951172,525.4908447265625,84.25347137451172,125.90292358398438,128.9816436767578
94,light,1,118.79067993164062,29.413768768310547,251.0,61.0,172.0,745.0872802734375,184.27012634277344,75.34091186523438,170.74403381347656,0.0,0.019830197704081634,96.0,560.0,0.011160714285714286,31.875225067138672,504.6064147949219,89.6630859375,130.62551879882812,134.23338317871094
95,light,1,109.9766845703125,31.167278289794922,252.0,64.0,168.0,830.9100952148438,185.31703186035156,75.30940246582031,165.8014678955078,0.0,0.019870057397959183,101.0,631.0,0.012575733418367346,32.59428787231445,582.3094482421875,83.58770751953125,120.60277557373047,124.63301086425781
96,light,1,114.45244598388672,34.09122848510742,254.0,54.0,175.0,1032.453857421875,192.2785186767578,65.1900863647461,174.43406677246094,0.0,0.020169005102040817,115.0,696.0,0.013871173469387755,32.249908447265625,534.0117797851562,88.38542175292969,124.8612289428711,129.22305297851562
97,light,1,106.11418151855469,25.90346336364746,245.0,58.0,148.0,593.09716796875,153.71514892578125,65.72543334960938,145.84396362304688,0.0,0.0018534757653061226,49.0,12.0,0.00023915816326530612,26.9318904876709,354.0462646484375,77.38623809814453,117.83850860595703,121.15951538085938
98,light,1,108.37528228759766,33.55696487426758,249.0,51.0,170.0,998.0032958984375,181.19798278808594,61.47061538696289,166.6639862060547,0.0,0.020208864795918366,104.0,601.0,0.011977838010204082,32.65198516845703,558.8427734375,83.05438995361328,118.60554504394531,122.24637603759766
99,light,1,110.93495178222656,34.05134201049805,250.0,51.0,175.0,1037.2342529296875,182.86717224121094,62.54814910888672,170.00274658203125,0.0,0.02100605867346939,127.0,638.0,0.012715242346938776,32.75700378417969,544.5901489257812,85.56802368164062,121.12348175048828,125.08828735351562
100,light,1,109.15409851074219,33.32175827026367,252.0,46.0,165.0,984.7318115234375,180.68592834472656,55.29751968383789,165.33531188964844,0.0,0.018594547193877552,75.0,677.0,0.01349250637755102,30.011751174926758,456.1081848144531,80.74870300292969,120.78607177734375,123.78292083740234
